ITITEM_ItemNumber,ITTAG_TagNumber,ITTDES_TagDescription,ITLNTH_LengthFeet,ITTPCS_NumberOfPieces,ITHEAT_HeatNumber,ITV301_VendorOrBatchCode,ITLOCT_StorageLocation,ITTQTY_TotalQuantity,ITRQTY_ReservedQuantity,IMFSP2_ItemFamilyGroup
50024," 229581","10.000 BAR HF 8630 AR              ",17.0000,1.000,"L9632          ","NA                            ","RY     ",1.417,0.000,"AB10.000-00.000 HF 8630 AR                                            "
50024," 120278","10.000 BAR HF 8630 AR              ",7.0000,1.000,"W4421          ","466491                        ","1S1    ",0.583,0.000,"AB10.000-00.000 HF 8630 AR                                            "
50024," 244190","10.000 BAR HF 8630 AR              ",17.0000,1.000,"X0774          ","NA                            ","RY     ",1.417,0.000,"AB10.000-00.000 HF 8630 AR                                            "
50024," 336616","10.000 BAR HF 8630 AR              ",65.0000,1.000,"X8400          ","NA                            ","2SB37  ",5.417,0.000,"AB10.000-00.000 HF 8630 AR                                            "
50024," 313035","10.000 BAR HF 8630 AR              ",258.0000,2.000,"X8400          ","NA                            ","15S10  ",43.000,0.000,"AB10.000-00.000 HF 8630 AR                                            "
50024," 313036","10.000 BAR HF 8630 AR              ",271.0000,1.000,"X8400          ","NA                            ","15S10  ",22.584,0.000,"AB10.000-00.000 HF 8630 AR                                            "
50025," 339955","10.000 BAR HF 4130M7 ANN           ",260.0000,1.000,"T2215          ","NA                            ","23S8   ",21.667,0.000,"AB10.000-00.000 HF 4130M7 ANN                                         "
50025," 339954","10.000 BAR HF 4130M7 ANN           ",262.0000,1.000,"T2215          ","NA                            ","23S8   ",21.833,0.000,"AB10.000-00.000 HF 4130M7 ANN                                         "
50025," 340488","10.000 BAR HF 4130M7 ANN           ",264.0000,1.000,"T2215          ","NA                            ","23S8   ",22.000,0.000,"AB10.000-00.000 HF 4130M7 ANN                                         "
50025," 340489","10.000 BAR HF 4130M7 ANN           ",266.0000,1.000,"T2215          ","NA                            ","23S8   ",22.167,0.000,"AB10.000-00.000 HF 4130M7 ANN                                         "
50025," 180721","10.000 BAR HF 4130 M7 ANN          ",24.0000,1.000,"W7280          ","2192185                       ","RY     ",2.000,0.000,"AB10.000-00.000 HF 4130M7 ANN                                         "
50025," 334411","10.000 BAR HF 4130M7 ANN           ",15.0000,1.000,"W8803          ","2218533                       ","RY     ",1.250,0.000,"AB10.000-00.000 HF 4130M7 ANN                                         "
50025," 334014","10.000 BAR HF 4130M7 ANN           ",14.0000,1.000,"X2022          ","NA                            ","RY     ",1.167,0.000,"AB10.000-00.000 HF 4130M7 ANN                                         "
50025," 222073","10.000 BAR HF 4130M7 ANN           ",31.0000,1.000,"Y5059          ","2249648                       ","2SB1   ",2.583,0.000,"AB10.000-00.000 HF 4130M7 ANN                                         "
50025," 232253","10.000 BAR HF 4130M7 ANN           ",47.0000,1.000,"Y8623          ","NA                            ","2SB17  ",3.917,0.000,"AB10.000-00.000 HF 4130M7 ANN                                         "
50027," 340749","11.000 BAR HF 4140  AR             ",7.0000,1.000,"481968         ","409110/1                      ",1969622,0.583,0.583,"AB11.000-00.000 HF 4140 AR                                            "
50027," 340751","11.000 BAR HF 4140  AR             ",12.0000,1.000,"481968         ","409110/1                      ",1969623,1.000,1.000,"AB11.000-00.000 HF 4140 AR                                            "
50027," 340752","11.000 BAR HF 4140  AR             ",60.0000,1.000,"481968         ","409110/1                      ","2SB16  ",5.000,0.000,"AB11.000-00.000 HF 4140 AR                                            "
50027," 214412","11.000 BAR HF 4140  AR             ",24.0000,1.000,"59885          ","NA                            ","RY     ",2.000,0.000,"AB11.000-00.000 HF 4140 AR                                            "
50027," 275028","11.000 BAR HF 4140  AR             ",17.0000,1.000,"Y9115          ","NA                            ","RY     ",1.417,0.000,"AB11.000-00.000 HF 4140 AR                                            "
50028," 217788","11.000 BAR HF 4340 ANN             ",239.0000,1.000,"10070          ","7000496655                    ","8S8    ",19.917,0.000,"AB11.000-00.000 HF 4340 ANN                                           "
50028," 219923","11.000 BAR HF 4340 ANN             ",123.0000,1.000,"30124          ","2270282                       ","2SB52  ",10.250,0.000,"AB11.000-00.000 HF 4340 ANN                                           "
50028," 218446","11.000 BAR HF 4340 ANN             ",220.0000,1.000,"30124          ","2270282                       ","8S8    ",18.334,0.000,"AB11.000-00.000 HF 4340 ANN                                           "
50028," 218450","11.000 BAR HF 4340 ANN             ",221.0000,1.000,"30124          ","2270282                       ","8S8    ",18.417,0.000,"AB11.000-00.000 HF 4340 ANN                                           "
50028," 219155","11.000 BAR HF 4340 ANN             ",94.0000,1.000,"59910          ","7000496655                    ","2SB48  ",7.833,0.000,"AB11.000-00.000 HF 4340 ANN                                           "
50028," 224153","11.000 BAR HF 4340 ANN             ",130.0000,1.000,"59910          ","7000496655                    ","2SB51  ",10.833,0.000,"AB11.000-00.000 HF 4340 ANN                                           "
50028," 217783","11.000 BAR HF 4340 ANN             ",214.0000,1.000,"59910          ","7000496655                    ","8S8    ",17.834,0.000,"AB11.000-00.000 HF 4340 ANN                                           "
50028," 274710","11.000 BAR HF 4340 ANN             ",13.0000,1.000,"Y9166          ","2278252                       ","RY     ",1.083,0.000,"AB11.000-00.000 HF 4340 ANN                                           "
50028," 294305","11.000 BAR HF 4340 ANN             ",18.0000,1.000,"Y9166          ","2278252                       ","RY     ",1.500,0.000,"AB11.000-00.000 HF 4340 ANN                                           "
50028," 305895","11.000 BAR HF 4340 ANN             ",29.0000,1.000,"Y9166          ","2278252                       ","2SB2   ",2.417,0.000,"AB11.000-00.000 HF 4340 ANN                                           "
50028," 316236","11.000 BAR HF 4340 ANN             ",132.0000,1.000,"Y9166          ","2278252                       ","2SB52  ",11.000,0.000,"AB11.000-00.000 HF 4340 ANN                                           "
50029,"  48463","11.000 BAR HF 4130 M7 ANN          ",8.0000,1.000,"J0520          ","15297-A                       ","RY     ",0.667,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 336782","11.000 BAR HF 4130M7 ANN           ",15.0000,1.000,"L7631          ","16843-A                       ","RY     ",1.250,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 337725","11.000 BAR HF 4130M7 ANN           ",189.0000,1.000,"T1095          ","NA                            ","18S10  ",15.750,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 337722","11.000 BAR HF 4130M7 ANN           ",199.0000,1.000,"T1095          ","NA                            ","18S10  ",16.583,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 337723","11.000 BAR HF 4130M7 ANN           ",218.0000,1.000,"T1095          ","NA                            ","18S10  ",18.167,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 337724","11.000 BAR HF 4130M7 ANN           ",241.0000,3.000,"T1095          ","NA                            ","18S10  ",60.250,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 337726","11.000 BAR HF 4130M7 ANN           ",225.0000,1.000,"T1439          ","NA                            ","18S10  ",18.750,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 337727","11.000 BAR HF 4130M7 ANN           ",242.0000,1.000,"T1439          ","NA                            ","18S10  ",20.167,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 336784","11.000 BAR HF 4130M7 ANN           ",15.0000,1.000,"W6199          ","2187155                       ","RY     ",1.250,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 270941","11.000 BAR HF 4130M7 ANN           ",12.0000,1.000,"X0511          ","NA                            ","RY     ",1.000,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 316105","11.000 BAR HF 4130M7 ANN           ",40.0000,1.000,"X4570          ","NA                            ","2SB20  ",3.333,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 331539","11.000 BAR HF 4130M7 ANN           ",14.0000,1.000,"X6416          ","NA                            ","RY     ",1.167,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 312581","11.000 BAR HF 4130M7 ANN           ",66.0000,1.000,"X6416          ","NA                            ","2SB33  ",5.500,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 322530","11.000 BAR HF 4130M7 ANN           ",21.0000,1.000,"X9704          ","NA                            ","RY     ",1.750,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 337713","11.000 BAR HF 4130M7 ANN           ",28.0000,1.000,"X9704          ","NA                            ","2SB13  ",2.333,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 322267","11.000 BAR HF 4130M7 ANN           ",50.0000,1.000,"X9704          ","NA                            ","2SB17  ",4.167,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 333977","11.000 BAR HF 4130M7 ANN           ",58.0000,1.000,"X9704          ","NA                            ","2SB30  ",4.833,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50029," 322269","11.000 BAR HF 4130M7 ANN           ",62.0000,1.000,"X9704          ","NA                            ","2SB34  ",5.167,0.000,"AB11.000-00.000 HF 4130M7 ANN                                         "
50030," 330205","11.500 BAR HF 4130 AR              ",14.0000,1.000,"L6617          ","NA                            ","RY     ",1.167,0.000,"AB11.500-00.000 HF 4130 AR                                            "
50030," 294083","11.500 BAR HF 4130 AR              ",22.0000,1.000,"L7998          ","NA                            ","RY     ",1.833,0.000,"AB11.500-00.000 HF 4130 AR                                            "
50033," 183335","12.000 BAR HF 4140 AR              ",13.0000,1.000,"W3378          ","NA                            ","RY     ",1.083,0.000,"AB12.000-00.000 HF 4140 AR                                            "
50033," 218191","12.000 BAR HF 4140 AR              ",14.0000,1.000,"Y5452          ","2252737                       ","RY     ",1.167,0.000,"AB12.000-00.000 HF 4140 AR                                            "
50034," 312167","12.000 BAR HF 4340 ANN             ",25.0000,1.000,"1236659        ","867468                        ","2SB1   ",2.083,0.000,"AB12.000-00.000 HF 4340 AR                                            "
50034," 319242","12.000 BAR HF 4340 ANN             ",47.0000,1.000,"1236659        ","867921                        ","2SB13  ",3.917,3.917,"AB12.000-00.000 HF 4340 AR                                            "
50034," 340517","12.000 BAR HF 4340 ANN             ",22.0000,1.000,"1236659        ","868528                        ","RY     ",1.833,0.000,"AB12.000-00.000 HF 4340 AR                                            "
50034," 340516","12.000 BAR HF 4340 ANN             ",29.0000,1.000,"1236659        ","868528                        ",1969501,2.417,2.417,"AB12.000-00.000 HF 4340 AR                                            "
50034," 323215","12.000 BAR HF 4340 ANN             ",59.0000,1.000,"1236659        ","868528                        ","2SB21  ",4.917,0.000,"AB12.000-00.000 HF 4340 AR                                            "
50034," 285142","12.000 BAR HF 4340 ANN             ",22.0000,1.000,"X3367          ","2292491                       ","RY     ",1.833,0.000,"AB12.000-00.000 HF 4340 AR                                            "
50035," 112306","12.000 BAR HF 4130 M7 ANN          ",14.0000,1.000,"L4830          ","13945                         ","RY     ",1.167,0.000,"AB12.000-00.000 HF 4130M7ANN                                          "
50035," 121986","12.000 BAR HF 4130 M7 ANN          ",17.0000,1.000,"W4472          ","2161633                       ","RY     ",1.417,0.000,"AB12.000-00.000 HF 4130M7ANN                                          "
50035," 267636","12.000 BAR HF 4130M7 ANN           ",16.0000,1.000,"X1239          ","NA                            ","RY     ",1.333,0.000,"AB12.000-00.000 HF 4130M7ANN                                          "
