QueryName,Order_districtPlusTransaction,Salesman_Name_____SMNAME,Order_Type_____OOTYPE,Customer_DistrictPlusCustomer,Customer_Alpha_Name_____CALPHA,InvoiceDate_OOI,ITEM_NUMBER_____ODITEM,Ship_To_Vendor_#_____BSSVEN,Multiple_SPO_____BSSPS#
"Sales analysis, SPO",1951758,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240430,51857,465.0,2.0
"Sales analysis, SPO",1951762,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240503,50147,684.0,1.0
"Sales analysis, SPO",1951762,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240503,50147,465.0,2.0
"Sales analysis, SPO",1951763,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240507,50029,180.0,1.0
"Sales analysis, SPO",1951763,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240507,50029,121.0,2.0
"Sales analysis, SPO",1951763,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240507,50029,119.0,3.0
"Sales analysis, SPO",1951778,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240425,50856,465.0,2.0
"Sales analysis, SPO",1951778,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240425,50856,684.0,1.0
"Sales analysis, SPO",1951782,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240418,50925,465.0,1.0
"Sales analysis, SPO",1951795,LACEY CORTEZ   ,A,100286,OLYMPIAN MACHINE LLC               ,20240424,51496,307.0,1.0
"Sales analysis, SPO",1951795,LACEY CORTEZ   ,A,100286,OLYMPIAN MACHINE LLC               ,20240424,51496,119.0,2.0
"Sales analysis, SPO",1951795,LACEY CORTEZ   ,A,100286,OLYMPIAN MACHINE LLC               ,20240424,51496,168.0,3.0
"Sales analysis, SPO",1951804,SHAWN REYES    ,A,100828,OEM MACHINING LLC                  ,20240423,52142,121.0,1.0
"Sales analysis, SPO",1951815,MURRAY KAMMERER,A,101012,ALTA TUBE AND BAR INC              ,20240430,50426,139.0,1.0
"Sales analysis, SPO",1951816,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240430,50156,684.0,1.0
"Sales analysis, SPO",1951816,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240430,50156,465.0,2.0
"Sales analysis, SPO",1951822,SHAWN REYES    ,A,101057,ENGINEERED CUSTOM SOLUTIONS LLC    ,20240418,51207,473.0,1.0
"Sales analysis, SPO",1951823,BEN HILTON     ,B,100753,HALLIBURTON SINGAPORE              ,20240425,BTUBE,119.0,1.0
"Sales analysis, SPO",1951838,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240423,50181,218.0,1.0
"Sales analysis, SPO",1951841,BEN HILTON     ,A,101133,LEVANT METAL ALLOYS TRADING LLC    ,20240502,51203,121.0,1.0
"Sales analysis, SPO",1951841,BEN HILTON     ,A,101133,LEVANT METAL ALLOYS TRADING LLC    ,20240502,51203,119.0,2.0
"Sales analysis, SPO",1951843,LACEY CORTEZ   ,A,100286,OLYMPIAN MACHINE LLC               ,20240503,51590,180.0,1.0
"Sales analysis, SPO",1951843,LACEY CORTEZ   ,A,100286,OLYMPIAN MACHINE LLC               ,20240503,51590,121.0,2.0
"Sales analysis, SPO",1951847,LACEY CORTEZ   ,A,100286,OLYMPIAN MACHINE LLC               ,20240424,51938,168.0,1.0
"Sales analysis, SPO",1951852,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240508,51610,465.0,1.0
"Sales analysis, SPO",1951853,CHRIS SITKA    ,A,100131,CNC MANUFACTURING                  ,20240502,50027,168.0,1.0
"Sales analysis, SPO",1951853,CHRIS SITKA    ,A,100131,CNC MANUFACTURING                  ,20240502,50027,121.0,2.0
"Sales analysis, SPO",1951854,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240510,50148,684.0,1.0
"Sales analysis, SPO",1951854,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240510,50148,465.0,2.0
"Sales analysis, SPO",1951864,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240430,50156,684.0,1.0
"Sales analysis, SPO",1951864,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240430,50156,465.0,2.0
"Sales analysis, SPO",1951865,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240501,50856,684.0,1.0
"Sales analysis, SPO",1951865,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240501,50856,465.0,2.0
"Sales analysis, SPO",1951869,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20240417,51991,119.0,1.0
"Sales analysis, SPO",1951879,SHAWN REYES    ,A,100417,TURN-TECH INC                      ,20240502,51403,121.0,1.0
"Sales analysis, SPO",1951891,DAVID POPHAM   ,A,100605,TRIPLE J COIL TUBING PRODUCTS LLC  ,20240425,51117,119.0,1.0
"Sales analysis, SPO",1951900,BEN HILTON     ,B,100102,HUNTING ENERGY SERVICES            ,20240628,BTUBE,307.0,2.0
"Sales analysis, SPO",1951900,BEN HILTON     ,B,100102,HUNTING ENERGY SERVICES            ,20240628,BTUBE,119.0,3.0
"Sales analysis, SPO",1951900,BEN HILTON     ,B,100102,HUNTING ENERGY SERVICES            ,20240628,BTUBE,121.0,1.0
"Sales analysis, SPO",1951903,MURRAY KAMMERER,A,101012,ALTA TUBE AND BAR INC              ,20240430,51576,139.0,1.0
"Sales analysis, SPO",1951904,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240419,50166,465.0,1.0
"Sales analysis, SPO",1951912,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240426,52021,218.0,1.0
"Sales analysis, SPO",1951918,DARIO CAMACHO  ,A,100489,MINCO INC                          ,20240430,50188,121.0,1.0
"Sales analysis, SPO",1951921,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240501,50141,684.0,1.0
"Sales analysis, SPO",1951921,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240501,50141,139.0,2.0
"Sales analysis, SPO",1951928,MONTY BERGERON ,A,101134,TUBULAR ACCESSORIES CORP           ,20240430,50209,168.0,1.0
"Sales analysis, SPO",1951930,SHAWN REYES    ,A,100417,TURN-TECH INC                      ,20240418,51819,119.0,1.0
"Sales analysis, SPO",1951938,BEN HILTON     ,A,100107,PUP JOINT INC                      ,20240509,50264,465.0,1.0
"Sales analysis, SPO",1951939,SHAWN REYES    ,A,100644,BREAUX MACHINE WORKS LP            ,20240508,51046,168.0,1.0
"Sales analysis, SPO",1951939,SHAWN REYES    ,A,100644,BREAUX MACHINE WORKS LP            ,20240508,51046,121.0,2.0
"Sales analysis, SPO",1951955,MONTY BERGERON ,A,100406,TAYLOR OILFIELD MANUFACTURING INC  ,20240425,50166,168.0,1.0
"Sales analysis, SPO",1951961,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20240514,50246,479.0,1.0
"Sales analysis, SPO",1951961,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20240514,50246,465.0,2.0
"Sales analysis, SPO",1951970,MONTY BERGERON ,A,100632,DOWNHOLE & DESIGN INTERNATIONAL    ,20240425,50422,168.0,1.0
"Sales analysis, SPO",1951972,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240510,51978,139.0,1.0
"Sales analysis, SPO",1951972,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240510,51978,121.0,2.0
"Sales analysis, SPO",1951972,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240510,51978,119.0,3.0
"Sales analysis, SPO",1951973,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20240423,50181,119.0,1.0
"Sales analysis, SPO",1951973,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20240423,50181,121.0,2.0
"Sales analysis, SPO",1951974,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240426,50174,119.0,1.0
"Sales analysis, SPO",1951974,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240426,50174,119.0,2.0
"Sales analysis, SPO",1951979,DARREL THORMER ,A,100576,REACTIVE DOWNHOLE TOOLS USA INC    ,20240515,51097,168.0,1.0
"Sales analysis, SPO",1951980,DARREL THORMER ,A,100576,REACTIVE DOWNHOLE TOOLS USA INC    ,20240614,51844,168.0,1.0
"Sales analysis, SPO",1951982,SHAWN REYES    ,A,100417,TURN-TECH INC                      ,20240503,51641,168.0,1.0
"Sales analysis, SPO",1951982,SHAWN REYES    ,A,100417,TURN-TECH INC                      ,20240503,51641,121.0,2.0
"Sales analysis, SPO",1951991,CHRIS SITKA    ,A,100131,CNC MANUFACTURING                  ,20240425,51877,121.0,1.0
"Sales analysis, SPO",1951993,CHRIS SITKA    ,A,100131,CNC MANUFACTURING                  ,20240502,51506,168.0,1.0
"Sales analysis, SPO",1951993,CHRIS SITKA    ,A,100131,CNC MANUFACTURING                  ,20240502,51506,121.0,2.0
"Sales analysis, SPO",1951995,SHAWN REYES    ,A,100828,OEM MACHINING LLC                  ,20240426,50160,139.0,1.0
"Sales analysis, SPO",1951999,BEN HILTON     ,A,100112,GULF COAST REPAIR & MACHINE        ,20240502,51199,121.0,1.0
"Sales analysis, SPO",1952000,BEN HILTON     ,A,100112,GULF COAST REPAIR & MACHINE        ,20240502,51104,121.0,1.0
"Sales analysis, SPO",1952002,BEN HILTON     ,A,100162,TEJAS TUBULAR PRODUCTS INC         ,20240502,50123,168.0,1.0
"Sales analysis, SPO",1952010,BEN HILTON     ,A,100994,HALLIBURTON MFG MALAYSIA           ,20240425,52525,473.0,1.0
"Sales analysis, SPO",1952012,CHRIS SITKA    ,A,100907,BAKER HUGHES                       ,20240610,50277,168.0,1.0
"Sales analysis, SPO",1952015,DAVID POPHAM   ,A,100853,MOSS SEAL COMPANY                  ,20240426,50190,121.0,1.0
"Sales analysis, SPO",1952016,CHRIS SITKA    ,A,100907,BAKER HUGHES                       ,20240517,50864,168.0,1.0
"Sales analysis, SPO",1952019,CHRIS SITKA    ,A,100907,BAKER HUGHES                       ,20240517,50864,168.0,1.0
"Sales analysis, SPO",1952048,BEN HILTON     ,B,100725,INNOVEX DOWNHOLE SOLUTIONS INC     ,20240509,BTUBE,121.0,1.0
"Sales analysis, SPO",1952060,BEN HILTON     ,A,100116,STEWART TUBULAR PRODUCTS INC       ,20240503,51868,121.0,1.0
"Sales analysis, SPO",1952060,BEN HILTON     ,A,100116,STEWART TUBULAR PRODUCTS INC       ,20240503,51868,119.0,2.0
"Sales analysis, SPO",1952062,DARREL THORMER ,A,100106,BENOIT CONNECTORS                  ,20240425,50007,168.0,1.0
"Sales analysis, SPO",1952063,DARREL THORMER ,A,100106,BENOIT CONNECTORS                  ,20240426,50785,168.0,1.0
"Sales analysis, SPO",1952069,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240517,51951,465.0,1.0
"Sales analysis, SPO",1952069,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240517,51951,121.0,2.0
"Sales analysis, SPO",1952069,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240517,51951,119.0,3.0
"Sales analysis, SPO",1952070,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240517,51951,119.0,3.0
"Sales analysis, SPO",1952070,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240517,51951,121.0,2.0
"Sales analysis, SPO",1952070,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240517,51951,465.0,1.0
"Sales analysis, SPO",1952071,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240510,50839,465.0,1.0
"Sales analysis, SPO",1952071,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240510,50839,121.0,2.0
"Sales analysis, SPO",1952071,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240510,50839,119.0,3.0
"Sales analysis, SPO",1952072,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240514,51951,180.0,1.0
"Sales analysis, SPO",1952072,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240514,51951,121.0,2.0
"Sales analysis, SPO",1952072,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240514,51951,119.0,3.0
"Sales analysis, SPO",1952076,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240503,50856,684.0,1.0
"Sales analysis, SPO",1952076,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240503,50856,465.0,2.0
"Sales analysis, SPO",1952077,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240531,50147,684.0,1.0
"Sales analysis, SPO",1952077,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240531,50147,465.0,2.0
"Sales analysis, SPO",1952084,LACEY CORTEZ   ,A,100286,OLYMPIAN MACHINE LLC               ,20240425,50572,168.0,1.0
"Sales analysis, SPO",1952085,LACEY CORTEZ   ,A,100508,COASTAL MACHINE & SUPPLY           ,20240516,50528,119.0,1.0
"Sales analysis, SPO",1952086,LACEY CORTEZ   ,A,100508,COASTAL MACHINE & SUPPLY           ,20240514,50528,218.0,1.0
"Sales analysis, SPO",1952095,LACEY CORTEZ   ,A,100286,OLYMPIAN MACHINE LLC               ,20240430,50318,218.0,1.0
"Sales analysis, SPO",1952102,DARIO CAMACHO  ,A,100297,QUALITY MACHINE SERVICES           ,20240426,50572,119.0,1.0
"Sales analysis, SPO",1952107,MONTY BERGERON ,A,100486,TOMAHAWK DOWNHOLE LLC              ,20240426,51099,168.0,1.0
"Sales analysis, SPO",1952109,MONTY BERGERON ,A,101223,SUPREME SERVICE & SPECIALTY CO INC ,20240426,50169,168.0,1.0
"Sales analysis, SPO",1952113,DARIO CAMACHO  ,A,100172,M & R MANUFACTURING LLC            ,20240429,50967,121.0,1.0
"Sales analysis, SPO",1952118,DARIO CAMACHO  ,A,100234,GRAYLOC PRODUCTS                   ,20240429,50808,121.0,1.0
"Sales analysis, SPO",1952123,DARIO CAMACHO  ,A,100234,GRAYLOC PRODUCTS                   ,20240502,50925,121.0,1.0
"Sales analysis, SPO",1952123,DARIO CAMACHO  ,A,100234,GRAYLOC PRODUCTS                   ,20240502,50925,119.0,2.0
"Sales analysis, SPO",1952134,SHAWN REYES    ,A,101057,ENGINEERED CUSTOM SOLUTIONS LLC    ,20240424,51207,473.0,1.0
"Sales analysis, SPO",1952142,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240501,50688,119.0,1.0
"Sales analysis, SPO",1952148,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240516,51978,218.0,1.0
"Sales analysis, SPO",1952148,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240516,51978,121.0,2.0
"Sales analysis, SPO",1952148,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240516,51978,119.0,3.0
"Sales analysis, SPO",1952149,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240508,50035,465.0,1.0
"Sales analysis, SPO",1952149,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240508,50035,121.0,2.0
"Sales analysis, SPO",1952151,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240502,50109,121.0,1.0
"Sales analysis, SPO",1952154,BEN HILTON     ,B,100395,KAJAN PERFECTION                   ,20240508,BTUBE,121.0,1.0
"Sales analysis, SPO",1952158,CHRIS SITKA    ,A,100736,W74 OIL TOOLS                      ,20240426,50340,168.0,1.0
"Sales analysis, SPO",1952160,BEN HILTON     ,B,100395,KAJAN PERFECTION                   ,20240509,BTUBE,121.0,1.0
"Sales analysis, SPO",1952167,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240503,50740,119.0,3.0
"Sales analysis, SPO",1952167,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240503,50740,180.0,1.0
"Sales analysis, SPO",1952167,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240503,50740,121.0,2.0
"Sales analysis, SPO",1952169,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240502,51632,465.0,1.0
"Sales analysis, SPO",1952177,MONTY BERGERON ,A,100550,METALCRAFT MANUFACTURING LLC       ,20240426,51824,119.0,1.0
"Sales analysis, SPO",1952179,CHRIS SITKA    ,A,100131,CNC MANUFACTURING                  ,20240508,52508,168.0,1.0
"Sales analysis, SPO",1952179,CHRIS SITKA    ,A,100131,CNC MANUFACTURING                  ,20240508,52508,121.0,2.0
"Sales analysis, SPO",1952181,CHRIS SITKA    ,A,100131,CNC MANUFACTURING                  ,20240508,50967,121.0,1.0
"Sales analysis, SPO",1952181,CHRIS SITKA    ,A,100131,CNC MANUFACTURING                  ,20240508,50967,307.0,2.0
"Sales analysis, SPO",1952181,CHRIS SITKA    ,A,100131,CNC MANUFACTURING                  ,20240508,50967,119.0,3.0
"Sales analysis, SPO",1952187,BEN HILTON     ,A,100825,STELLA TOOL RENTAL LLC             ,20240426,51104,465.0,1.0
"Sales analysis, SPO",1952189,CHRIS SITKA    ,A,100235,RYERSON                            ,20240508,50568,121.0,1.0
"Sales analysis, SPO",1952189,CHRIS SITKA    ,A,100235,RYERSON                            ,20240508,50568,121.0,2.0
"Sales analysis, SPO",1952201,DAVID POPHAM   ,A,100557,CITADEL CASING SOLUTIONS LLC       ,20240430,50237,121.0,1.0
"Sales analysis, SPO",1952202,DAVID POPHAM   ,A,100557,CITADEL CASING SOLUTIONS LLC       ,20240502,50097,121.0,1.0
"Sales analysis, SPO",1952203,DAVID POPHAM   ,A,100557,CITADEL CASING SOLUTIONS LLC       ,20240502,50107,121.0,1.0
"Sales analysis, SPO",1952207,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240521,50285,465.0,1.0
"Sales analysis, SPO",1952207,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240521,50285,121.0,2.0
"Sales analysis, SPO",1952207,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240521,50285,119.0,3.0
"Sales analysis, SPO",1952209,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240510,50688,121.0,1.0
"Sales analysis, SPO",1952209,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240510,50688,119.0,2.0
"Sales analysis, SPO",1952212,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240425,52419,180.0,1.0
"Sales analysis, SPO",1952213,CHRIS SITKA    ,A,100907,BAKER HUGHES                       ,20240920,50864,168.0,1.0
"Sales analysis, SPO",1952222,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20240506,51567,121.0,2.0
"Sales analysis, SPO",1952222,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20240506,51567,180.0,1.0
"Sales analysis, SPO",1952237,DAVID POPHAM   ,A,100179,LIBERTY PRECISION COMPANY LLC      ,20240509,50119,121.0,1.0
"Sales analysis, SPO",1952237,DAVID POPHAM   ,A,100179,LIBERTY PRECISION COMPANY LLC      ,20240509,50119,119.0,2.0
"Sales analysis, SPO",1952243,DAVID POPHAM   ,B,100227,FAITH MANUFACTURING CO INC         ,20240506,BTUBE,121.0,1.0
"Sales analysis, SPO",1952245,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240425,51403,121.0,1.0
"Sales analysis, SPO",1952248,MONTY BERGERON ,A,100517,NATIONAL OILWELL U.S. AFTER MARKET ,20240502,50424,119.0,1.0
"Sales analysis, SPO",1952252,SHAWN REYES    ,A,100337,NUMERICAL PRECISION INC            ,20240502,51493,119.0,1.0
"Sales analysis, SPO",1952256,LACEY CORTEZ   ,A,100286,OLYMPIAN MACHINE LLC               ,20240508,51318,119.0,1.0
"Sales analysis, SPO",1952263,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240517,50671,465.0,1.0
"Sales analysis, SPO",1952263,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240517,50671,121.0,2.0
"Sales analysis, SPO",1952263,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240517,50671,307.0,3.0
"Sales analysis, SPO",1952263,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240517,50671,119.0,4.0
"Sales analysis, SPO",1952264,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240430,51889,119.0,1.0
"Sales analysis, SPO",1952280,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240502,51126,119.0,1.0
"Sales analysis, SPO",1952285,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240508,50235,180.0,1.0
"Sales analysis, SPO",1952285,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240508,50235,121.0,2.0
"Sales analysis, SPO",1952285,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240508,50235,119.0,3.0
"Sales analysis, SPO",1952288,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240502,51503,465.0,1.0
"Sales analysis, SPO",1952297,LACEY CORTEZ   ,A,100286,OLYMPIAN MACHINE LLC               ,20240508,50528,119.0,1.0
"Sales analysis, SPO",1952312,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20240506,50305,180.0,1.0
"Sales analysis, SPO",1952312,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20240506,50305,121.0,2.0
"Sales analysis, SPO",1952318,DAVID POPHAM   ,A,100343,J-HOBBS MACHINE CORP               ,20240507,50207,465.0,1.0
"Sales analysis, SPO",1952319,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240517,51279,121.0,2.0
"Sales analysis, SPO",1952319,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240517,51279,465.0,1.0
"Sales analysis, SPO",1952319,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240517,51279,119.0,3.0
"Sales analysis, SPO",1952323,BEN HILTON     ,A,100162,TEJAS TUBULAR PRODUCTS INC         ,20240430,50159,465.0,1.0
"Sales analysis, SPO",1952325,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240509,52251,684.0,1.0
"Sales analysis, SPO",1952325,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240509,52251,465.0,2.0
"Sales analysis, SPO",1952326,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240430,50641,465.0,1.0
"Sales analysis, SPO",1952328,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240503,50027,121.0,1.0
"Sales analysis, SPO",1952328,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240503,50027,119.0,2.0
"Sales analysis, SPO",1952331,CHRIS SITKA    ,A,100235,RYERSON                            ,20240430,50277,168.0,1.0
"Sales analysis, SPO",1952333,CHRIS SITKA    ,A,101347,PESCA TOOLS                        ,20240430,50171,168.0,1.0
"Sales analysis, SPO",1952340,MURRAY KAMMERER,A,100163,ANVIL MACHINE LTD                  ,20240503,52215,465.0,1.0
"Sales analysis, SPO",1952342,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240502,51572,465.0,1.0
"Sales analysis, SPO",1952343,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240510,51986,465.0,1.0
"Sales analysis, SPO",1952343,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240510,51986,121.0,2.0
"Sales analysis, SPO",1952343,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240510,51986,119.0,3.0
"Sales analysis, SPO",1952349,MONTY BERGERON ,A,100569,RUSHING MACHINE SHOP               ,20240426,50697,119.0,1.0
"Sales analysis, SPO",1952359,DARREL THORMER ,A,100576,REACTIVE DOWNHOLE TOOLS USA INC    ,20240502,51101,168.0,1.0
"Sales analysis, SPO",1952361,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240531,50733,465.0,1.0
"Sales analysis, SPO",1952361,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240531,50733,121.0,2.0
"Sales analysis, SPO",1952361,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240531,50733,119.0,3.0
"Sales analysis, SPO",1952362,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240508,51632,684.0,1.0
"Sales analysis, SPO",1952362,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240508,51632,465.0,2.0
"Sales analysis, SPO",1952363,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240510,50578,465.0,2.0
"Sales analysis, SPO",1952363,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240510,50578,684.0,1.0
"Sales analysis, SPO",1952371,DAVID POPHAM   ,A,100223,PACKERS PLUS USA                   ,20240429,50454,465.0,1.0
"Sales analysis, SPO",1952374,DARREL THORMER ,A,100576,REACTIVE DOWNHOLE TOOLS USA INC    ,20240503,51999,168.0,1.0
"Sales analysis, SPO",1952379,DARREL THORMER ,A,100576,REACTIVE DOWNHOLE TOOLS USA INC    ,20240503,50159,168.0,1.0
"Sales analysis, SPO",1952381,DARREL THORMER ,A,100576,REACTIVE DOWNHOLE TOOLS USA INC    ,20240430,51097,168.0,1.0
"Sales analysis, SPO",1952384,DARREL THORMER ,A,100576,REACTIVE DOWNHOLE TOOLS USA INC    ,20240502,51101,168.0,1.0
"Sales analysis, SPO",1952385,DARREL THORMER ,A,100576,REACTIVE DOWNHOLE TOOLS USA INC    ,20240430,51097,168.0,1.0
"Sales analysis, SPO",1952389,DARREL THORMER ,A,100576,REACTIVE DOWNHOLE TOOLS USA INC    ,20240430,51097,168.0,1.0
"Sales analysis, SPO",1952390,SHAWN REYES    ,A,100828,OEM MACHINING LLC                  ,20240430,50160,168.0,1.0
"Sales analysis, SPO",1952391,SHAWN REYES    ,A,101033,KNUST-GODWIN LLC                   ,20240521,51183,139.0,1.0
"Sales analysis, SPO",1952391,SHAWN REYES    ,A,101033,KNUST-GODWIN LLC                   ,20240521,51183,121.0,2.0
"Sales analysis, SPO",1952391,SHAWN REYES    ,A,101033,KNUST-GODWIN LLC                   ,20240521,51183,119.0,3.0
"Sales analysis, SPO",1952413,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240426,50165,119.0,1.0
"Sales analysis, SPO",1952429,BEN HILTON     ,A,100200,UNIVERSAL MANUFACTURING SERVICES   ,20240508,52455,121.0,1.0
"Sales analysis, SPO",1952437,LACEY CORTEZ   ,A,100286,OLYMPIAN MACHINE LLC               ,20240508,50528,119.0,1.0
"Sales analysis, SPO",1952438,BEN HILTON     ,A,101029,ENERGY ALLOYS PTE LTD              ,20240429,50137,119.0,1.0
"Sales analysis, SPO",1952439,BEN HILTON     ,B,100102,HUNTING ENERGY SERVICES            ,20240514,BTUBE,168.0,2.0
"Sales analysis, SPO",1952444,MURRAY KAMMERER,A,100157,NORQUEST INDUSTRIES INC            ,20240503,50298,465.0,1.0
"Sales analysis, SPO",1952456,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240515,50028,465.0,1.0
"Sales analysis, SPO",1952456,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240515,50028,121.0,2.0
