IHITEM_ItemNumber,IHTRNT_TransactionType,IHCUST_CustomerCode,CALPHA_CustomerName,SALES_REP_ID_SalesmanCode
52049,IN,981,"OD INSPECTIONS INC                 ",199
52050,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52050,IN,981,"OD INSPECTIONS INC                 ",199
52050,IN,565,"STABILTEC DOWNHOLE TOOLS LLC       ",109
52054,IN,157,"NORQUEST INDUSTRIES INC            ",120
52058,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52059,IN,907,"BAKER HUGHES                       ",110
52061,IN,1006,"AGL MACHINE WORKS                  ",109
52062,IN,636,"AEROLIFT MACHINE LLC               ",110
52064,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52064,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52064,IN,725,"INNOVEX DOWNHOLE SOLUTIONS INC     ",110
52064,IN,286,"OLYMPIAN MACHINE LLC               ",109
52066,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52066,IN,286,"OLYMPIAN MACHINE LLC               ",109
52067,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52084,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52088,IN,130,"RONAL EQUIPMENT INC                ",157
52095,IN,467,"DM WELDING                         ",157
52095,IN,490,"SUNSHINE MACHINE INC               ",199
52098,IN,235,"RYERSON                            ",199
52103,IN,286,"OLYMPIAN MACHINE LLC               ",109
52111,IN,1006,"AGL MACHINE WORKS                  ",109
52113,IN,102,"HUNTING ENERGY SERVICES            ",106
52114,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52115,IN,1006,"AGL MACHINE WORKS                  ",109
52115,IN,1113,"DELTA SOLUTIONS TEXAS LLC          ",199
52116,IN,508,"COASTAL MACHINE & SUPPLY           ",109
52118,IN,1006,"AGL MACHINE WORKS                  ",109
52118,IN,333,"MAGNUM MACHINE & MFG               ",157
52130,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52131,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52131,IN,901,"KIRBY PRECISION MACHINE LLC        ",110
52132,IN,1006,"AGL MACHINE WORKS                  ",109
52132,IN,966,"LE PRECISION MANUFACTURING         ",157
52134,IN,1226,"BULLDOG TOOL INC                   ",157
52134,IN,725,"INNOVEX DOWNHOLE SOLUTIONS INC     ",110
52141,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52142,IN,227,"FAITH MANUFACTURING CO INC         ",110
52142,IN,489,"MINCO INC                          ",157
52146,IN,907,"BAKER HUGHES                       ",110
52147,IN,131,"CNC MANUFACTURING                  ",110
52147,IN,901,"KIRBY PRECISION MACHINE LLC        ",110
52148,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52150,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52150,IN,102,"HUNTING ENERGY SERVICES            ",106
52150,IN,1074,"NORTHSTAR PRECISION MACHINE        ",157
52152,IN,887,"TEXAS PRECISION MACHINE            ",157
52153,IN,468,"MATHERNE INSTRUMENTATION LLC       ",109
52163,IN,1109,"QUALITY MACHINE SHOP LLC           ",157
52165,IN,395,"KAJAN PERFECTION                   ",109
52166,IN,1074,"NORTHSTAR PRECISION MACHINE        ",157
52167,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52167,IN,131,"CNC MANUFACTURING                  ",110
52168,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52169,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52169,IN,725,"INNOVEX DOWNHOLE SOLUTIONS INC     ",110
52169,IN,235,"RYERSON                            ",199
52169,IN,629,"TURNKEY MANUFACTURING INC          ",157
52182,IN,907,"BAKER HUGHES                       ",110
52183,IN,103,"EASTMAN-BOOTH INC                  ",199
52185,IN,753,"HALLIBURTON SINGAPORE              ",199
52185,IN,981,"OD INSPECTIONS INC                 ",199
52187,IN,388,"MIC GROUP                          ",110
52191,IN,901,"KIRBY PRECISION MACHINE LLC        ",110
52199,IN,753,"HALLIBURTON SINGAPORE              ",199
52200,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52203,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52206,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52207,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52208,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52212,IN,557,"CITADEL CASING SOLUTIONS LLC       ",110
52212,IN,1133,"LEVANT METAL ALLOYS TRADING LLC    ",199
52213,IN,1012,"ALTA TUBE AND BAR INC              ",120
52217,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52221,IN,333,"MAGNUM MACHINE & MFG               ",157
52230,IN,753,"HALLIBURTON SINGAPORE              ",199
52230,IN,408,"OILFIELD STEEL SUPPLY              ",199
52241,IN,1350,"BAKER HUGHES SAUDI ARABIA CO       ",199
52241,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52242,IN,102,"HUNTING ENERGY SERVICES            ",106
52244,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52251,IN,725,"INNOVEX DOWNHOLE SOLUTIONS INC     ",110
52255,IN,753,"HALLIBURTON SINGAPORE              ",199
52270,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52272,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52284,IN,1403,"LV CNC LLC                         ",199
52284,IN,1076,"MAVRIK                             ",110
52296,IN,131,"CNC MANUFACTURING                  ",110
52303,IN,195,"K & B INDUSTRIES                   ",106
52304,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52306,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52306,IN,753,"HALLIBURTON SINGAPORE              ",199
52309,IN,753,"HALLIBURTON SINGAPORE              ",199
52324,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52337,IN,907,"BAKER HUGHES                       ",110
52340,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52360,IN,1024,"SUPERIOR DRILLING SOLUTIONS LLC    ",199
52365,IN,179,"LIBERTY PRECISION COMPANY LLC      ",110
52365,IN,321,"M&M MACHINE SHOP                   ",110
52365,IN,333,"MAGNUM MACHINE & MFG               ",157
52365,IN,828,"OEM MACHINING LLC                  ",157
52367,IN,102,"HUNTING ENERGY SERVICES            ",106
52367,IN,157,"NORQUEST INDUSTRIES INC            ",120
52367,IN,674,"TOP NOTCH MACHINE WORKS LLC        ",157
52386,IN,395,"KAJAN PERFECTION                   ",109
52426,IN,508,"COASTAL MACHINE & SUPPLY           ",109
52426,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52428,IN,753,"HALLIBURTON SINGAPORE              ",199
52435,IN,157,"NORQUEST INDUSTRIES INC            ",120
52447,IN,1006,"AGL MACHINE WORKS                  ",109
52451,IN,1006,"AGL MACHINE WORKS                  ",109
52451,IN,118,"SERVICE MACHINE & SUPPLY INC       ",109
52451,IN,1044,"UNITY FABRICATION LLC              ",157
52455,IN,200,"UNIVERSAL MANUFACTURING SERVICES   ",109
52477,IN,195,"K & B INDUSTRIES                   ",106
52481,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52487,IN,753,"HALLIBURTON SINGAPORE              ",199
52502,IN,102,"HUNTING ENERGY SERVICES            ",106
52508,IN,381,"BLUELINE MANUFACTURING LLC         ",109
52515,IN,1268,"3D MANUFACTURING INC               ",109
52515,IN,1006,"AGL MACHINE WORKS                  ",109
52515,IN,907,"BAKER HUGHES                       ",110
52515,IN,102,"HUNTING ENERGY SERVICES            ",106
52515,IN,157,"NORQUEST INDUSTRIES INC            ",120
52546,IN,1061,"LONGHORN MACHINE SHOP & MFG LLC    ",157
52546,IN,1403,"LV CNC LLC                         ",199
52546,IN,118,"SERVICE MACHINE & SUPPLY INC       ",109
52555,IN,195,"K & B INDUSTRIES                   ",106
52555,IN,1008,"RAM ALLOYS LLC                     ",157
52556,IN,753,"HALLIBURTON SINGAPORE              ",199
52583,IN,1031,"NOV CANADA ULC                     ",120
52591,IN,1368,"CDI ENERGY PRODUCTS PTE LTD        ",199
52591,IN,195,"K & B INDUSTRIES                   ",106
52594,IN,417,"TURN-TECH INC                      ",157
52598,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52608,IN,1268,"3D MANUFACTURING INC               ",109
52608,IN,133,"NIFER MACHINE SHOP                 ",157
52608,IN,286,"OLYMPIAN MACHINE LLC               ",109
52610,IN,728,"VAM USA LLC                        ",109
52615,IN,753,"HALLIBURTON SINGAPORE              ",199
52625,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52626,IN,1226,"BULLDOG TOOL INC                   ",157
52626,IN,450,"FJW MACHINE COMPANY INC            ",157
52626,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52628,IN,157,"NORQUEST INDUSTRIES INC            ",120
52631,IN,450,"FJW MACHINE COMPANY INC            ",157
52636,IN,235,"RYERSON                            ",199
52640,IN,753,"HALLIBURTON SINGAPORE              ",199
52654,IN,102,"HUNTING ENERGY SERVICES            ",106
52658,IN,102,"HUNTING ENERGY SERVICES            ",106
52658,IN,887,"TEXAS PRECISION MACHINE            ",157
52659,IN,1086,"AUSTIN COUNTY MACHINE SHOP INC     ",157
52660,IN,907,"BAKER HUGHES                       ",110
52667,IN,503,"ASAP INDUSTRIES MANUFACTURING LLC  ",109
52667,IN,1329,"QSD MANUFACTURING INC              ",157
52668,IN,227,"FAITH MANUFACTURING CO INC         ",110
52668,IN,179,"LIBERTY PRECISION COMPANY LLC      ",110
52683,IN,227,"FAITH MANUFACTURING CO INC         ",110
52702,IN,1241,"HUNCUT MACHINE LTD                 ",120
52705,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52706,IN,102,"HUNTING ENERGY SERVICES            ",106
52718,IN,131,"CNC MANUFACTURING                  ",110
52723,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52725,IN,753,"HALLIBURTON SINGAPORE              ",199
52725,IN,299,"VALLOUREC TUBE-ALLOY LLC           ",110
52726,IN,189,"HALLIBURTON ENERGY SERVICES        ",106
52731,IN,753,"HALLIBURTON SINGAPORE              ",199
52739,IN,636,"AEROLIFT MACHINE LLC               ",110
