table_name,table_prop_name,table_prop_value,column_name,column_prop_name,column_prop_value
z_Tax_Exemption_File_____TAXEXMPT,TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,Customer_Number_____TECUST,TECUST,Customer_Number
z_Tax_Exemption_File_____TAXEXMPT,TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,Country_Code_____TECTRY,TECTRY,Country_Code
z_Tax_Exemption_File_____TAXEXMPT,TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,State/Federal_Cd_____TESTAT,TESTAT,State/Federal_Cd
z_Tax_Exemption_File_____TAXEXMPT,TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,State/Federal_Flag_____TETYPE,TETYPE,State/Federal_Flag
z_Tax_Exemption_File_____TAXEXMPT,TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,Tax_Exempt_Number_____TEXMP#,TEXMP#,Tax_Exempt_Number
z_Tax_Exemption_File_____TAXEXMPT,TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,Exemption_Month_____TEEXMM,TEEXMM,Exemption_Month
z_Tax_Exemption_File_____TAXEXMPT,TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,Exemption_Year_____TEEXYY,TEEXYY,Exemption_Year
z_Tax_Exemption_File_____TAXEXMPT,TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,Exemption_Day_____TEEXDD,TEEXDD,Exemption_Day
z_Tax_Exemption_File_____TAXEXMPT,TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,L/M_Century_____TELMCC,TELMCC,L/M_Century
z_Tax_Exemption_File_____TAXEXMPT,TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,L/M_Year_____TELMYY,TELMYY,L/M_Year
z_Tax_Exemption_File_____TAXEXMPT,TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,L/M_Month_____TELMMM,TELMMM,L/M_Month
z_Tax_Exemption_File_____TAXEXMPT,TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,L/M_Day_____TELMDD,TELMDD,L/M_Day
z_Tax_Exemption_File_____TAXEXMPT,TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,L/M_User_____TELMUS,TELMUS,L/M_User
z_Tax_Exemption_File_____TAXEXMPT,TAXEXMPT,z_Tax_Exemption_File_____TAXEXMPT,L/M_Time_____TELMTM,TELMTM,L/M_Time
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Record_Code_____I3RECD,I3RECD,Record_Code
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,3_POSITION_CLASS_____I3CLAS,I3CLAS,3_POSITION_CLASS
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Three_Position_Item_Class_DESCRIPTION_____I3DESC,I3DESC,Three_Position_Item_Class_DESCRIPTION
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Buyer_____I3BUY#,I3BUY#,Buyer
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Skid_Packaging_Yes_Or_No_____I3SKID,I3SKID,Skid_Packaging_Yes_Or_No
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Test_Reports_(Y/N)_____I3TEST,I3TEST,Test_Reports_(Y/N)
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Cutting_Code_____I3CUTC,I3CUTC,Cutting_Code
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,"G_=_GROSS__N_=_NET_""_""_=_OPT_____I3GRNT",,
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,C_=_CLEAN__D_=_DIRTY_____I3CLDT,I3CLDT,C_=_CLEAN__D_=_DIRTY
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Finiacial_Scrap_Factor_____I3SCRF,I3SCRF,Finiacial_Scrap_Factor
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Operational_Cost_Factor_____I3OCSF,I3OCSF,Operational_Cost_Factor
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,"VALUES_=_LB_,_EA_,_HR_____I3OUOM",I3OUOM,"VALUES_=_LB_,_EA_,_HR"
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Density_Factor_____I3DENF,I3DENF,Density_Factor
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Coil_Tag_Type_____I3CTYP,I3CTYP,Coil_Tag_Type
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Tag_Tag_Type_____I3TTYP,I3TTYP,Tag_Tag_Type
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Company_SMO_____I3CSMO,I3CSMO,Company_SMO
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,"VALUES_=_LB_,_CWT,_EA_,_MPC_FT_,_CFT,_SFT,_CSF_____I3CSUM",I3CSUM,"VALUES_=_LB_,_CWT,_EA_,_MPC_FT_,_CFT,_SFT,_CSF"
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,"VALUES_=_LB_,_CWT,_EA_,_MPC_FT_,_CFT,_SFT,_CSF_____I3PRUM",I3PRUM,"VALUES_=_LB_,_CWT,_EA_,_MPC_FT_,_CFT,_SFT,_CSF"
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,U_=_USAGE__S_=_SALES_____I3USGF,I3USGF,U_=_USAGE__S_=_SALES
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Require_Act/Theo_Qty_____I3RQAT,I3RQAT,Require_Act/Theo_Qty
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Receiving_____I3RTAF,I3RTAF,Receiving
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Selling_____I3STAF,I3STAF,Selling
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Payment_Terms_____I3PYMT,I3PYMT,Payment_Terms
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Budgetted_Turns_____I3BTRN,I3BTRN,Budgetted_Turns
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,ADDITIONAL_OPERATIONAL_BURDEN_COST_____I3AOBC,I3AOBC,ADDITIONAL_OPERATIONAL_BURDEN_COST
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Y_=_Yes__N_=_No_____I3ITOL,I3ITOL,Y_=_Yes__N_=_No
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,CHEMICAL_____I3CHDT,I3CHDT,CHEMICAL
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,PHYSICAL_____I3PHDT,I3PHDT,PHYSICAL
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,BOL_Description_____I3BOLD,I3BOLD,BOL_Description
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,SCRAP_POINT_CD_____I3SPCD,I3SPCD,SCRAP_POINT_CD
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,REQUIRE_REFERENCE_CODE_Y/N_____I3REFC,I3REFC,REQUIRE_REFERENCE_CODE_Y/N
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Lead_time_____I3LDTM,I3LDTM,Lead_time
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Dimen._Expressed_Imperial/Metric_____I3DEXP,I3DEXP,Dimen._Expressed_Imperial/Metric
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,KERF_IN_INV_RSRVq_____I3KERF,I3KERF,KERF_IN_INV_RSRVq
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,MAX._RESTOCK_VARIANCE_____I3MRVR,I3MRVR,MAX._RESTOCK_VARIANCE
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,L/M_CENTURY_____I3LMCC,I3LMCC,L/M_CENTURY
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,L/M_YEAR_____I3LMYY,I3LMYY,L/M_YEAR
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,L/M_MONTH_____I3LMMM,I3LMMM,L/M_MONTH
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,L/M_DAY_____I3LMDD,I3LMDD,L/M_DAY
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,L/M_USER_____I3LMUS,I3LMUS,L/M_USER
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Print_Unalloctd_Std_orders_____I3PUSO,I3PUSO,Print_Unalloctd_Std_orders
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Revision_req_d_for_PN_____I3REVS,I3REVS,Revision_req_d_for_PN
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Taxable_____I3TAX,I3TAX,Taxable
z_Three_Position_Item_Class_File_____ITEMCLS3,ITEMCLS3,z_Three_Position_Item_Class_File_____ITEMCLS3,Sales_Reporting_____I3CODE,I3CODE,Sales_Reporting
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Record_Code_____DTRECD,DTRECD,Record_Code
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Transaction_Type_____DTOTYP,DTOTYP,Transaction_Type
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,DISTRICT_NUMBER_____DTODST,DTODST,DISTRICT_NUMBER
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Transaction_#_____DTORDR,DTORDR,Transaction_#
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Main_Line#_____DTOMLN,DTOMLN,Main_Line#
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Part_#_____DTPART,DTPART,Part_#
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,ITEM_NUMBER_____DTITEM,DTITEM,ITEM_NUMBER
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,BASED_ON_____DTWHOT,DTWHOT,BASED_ON
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TOLER_PLUS_WIDTH_____DTPWID,DTPWID,TOLER_PLUS_WIDTH
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TOLER_PLUS_LENGTH_____DTPLEN,DTPLEN,TOLER_PLUS_LENGTH
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TOLER_MINUS_WIDTH_____DTMWID,DTMWID,TOLER_MINUS_WIDTH
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TOLER_MINUS_LENGTH_____DTMLEN,DTMLEN,TOLER_MINUS_LENGTH
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,THICKNESS_____DTTHIK,DTTHIK,THICKNESS
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,FLATNESS_____DTFLAT,DTFLAT,FLATNESS
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,DIAGONAL_____DTDIAG,DTDIAG,DIAGONAL
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,ROCKWELL_____DTROCK,DTROCK,ROCKWELL
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,CAMBER_____DTCMBR,DTCMBR,CAMBER
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,OLSEN_____DTOLSN,DTOLSN,OLSEN
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,DISPLAY_O.D._____DTDOD,DTDOD,DISPLAY_O.D.
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,CLAC._O.D._____DTCOD,DTCOD,CLAC._O.D.
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TOLER_O.D._____DTTOD,DTTOD,TOLER_O.D.
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,DISPLAY_I.D._____DTDID,DTDID,DISPLAY_I.D.
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,CALC._I.D._____DTCID,DTCID,CALC._I.D.
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TOLER_I.D._____DTTID,DTTID,TOLER_I.D.
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,LAST_MAINT_CENTURY_____DTLMCC,DTLMCC,LAST_MAINT_CENTURY
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,LAST_MAINT_YEAR_____DTLMYY,DTLMYY,LAST_MAINT_YEAR
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,LAST_MAINT_MONTH_____DTLMMM,DTLMMM,LAST_MAINT_MONTH
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,LAST_MAINT_DAY_____DTLMDD,DTLMDD,LAST_MAINT_DAY
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,LAST_MAINT_USER_____DTLMUS,DTLMUS,LAST_MAINT_USER
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,FLASH_CONTROL_____DTFLSC,DTFLSC,FLASH_CONTROL
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,CARBON_LOW_RANGE_____DTCLWR,DTCLWR,CARBON_LOW_RANGE
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,CARBON_HIGH_RANGE_____DTCHIR,DTCHIR,CARBON_HIGH_RANGE
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,WELD_SIDE/CORNER/FLAT_____DTWELD,DTWELD,WELD_SIDE/CORNER/FLAT
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,OIL_SURFACE_HEAVY/LIGHT_____DTOILS,DTOILS,OIL_SURFACE_HEAVY/LIGHT
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,SURFACE_Q_PAINT/CHR/MILL_____DTSURQ,DTSURQ,SURFACE_Q_PAINT/CHR/MILL
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,O.D._GAUGE_Y/BLANK_____DTODGA,DTODGA,O.D._GAUGE_Y/BLANK
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,I.D._GAUGE_Y/BLANK_____DTIDGA,DTIDGA,I.D._GAUGE_Y/BLANK
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,ROCKWELL_Y/BLANK_____DTROCW,DTROCW,ROCKWELL_Y/BLANK
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,BEND_Y/BLANK_____DTBEND,DTBEND,BEND_Y/BLANK
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,SWAGE_Y/BLANK_____DTSWAG,DTSWAG,SWAGE_Y/BLANK
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,FLARE_Y/BLANK_____DTFLAR,DTFLAR,FLARE_Y/BLANK
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,EXPAND_Y/BLANK_____DTEXPD,DTEXPD,EXPAND_Y/BLANK
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,ALL_Y/BLANK_____DTALL,DTALL,ALL_Y/BLANK
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,THICKNESS_____DTFTHK,DTFTHK,THICKNESS
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,PLUS_THICKNESS_____DTFPTK,DTFPTK,PLUS_THICKNESS
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,MINUS_THICKNESS_____DTFMTK,DTFMTK,MINUS_THICKNESS
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,PLUS_WIDTH_____DTFPWD,DTFPWD,PLUS_WIDTH
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,MINUS_WIDTH_____DTFMWD,DTFMWD,MINUS_WIDTH
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,PLUS_LENGTH_____DTFPLN,DTFPLN,PLUS_LENGTH
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,MINUS_LENGTH_____DTFMLN,DTFMLN,MINUS_LENGTH
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,OUTSIDE_DIAMETER_MINIMUM_____DTFODN,DTFODN,OUTSIDE_DIAMETER_MINIMUM
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,OUTSIDE_DIAMETER_MAXIMUM_____DTFODX,DTFODX,OUTSIDE_DIAMETER_MAXIMUM
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,INSIDE_DIAMETER_MINIMUM_____DTFIDN,DTFIDN,INSIDE_DIAMETER_MINIMUM
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,INSIDE_DIAMETER_MAXIMUM_____DTFIDX,DTFIDX,INSIDE_DIAMETER_MAXIMUM
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Rockwell_Scale_Value_____DTRCKS,DTRCKS,Rockwell_Scale_Value
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Rockwell_Scale_Low_Value_____DTRCKL,DTRCKL,Rockwell_Scale_Low_Value
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Rockwell_Scale_High_Value_____DTRCKH,DTRCKH,Rockwell_Scale_High_Value
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Birnell_Scale_Low_Value_____DTBRNL,DTBRNL,Birnell_Scale_Low_Value
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Birnell_Scale_High_Value_____DTBRNH,DTBRNH,Birnell_Scale_High_Value
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Olsen_Scale_Low_Value_____DTOLSL,DTOLSL,Olsen_Scale_Low_Value
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Olsen_Scale_High_Value_____DTOLSH,DTOLSH,Olsen_Scale_High_Value
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Quantity_____DTMXSW,DTMXSW,Quantity
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Quantity_____DTPKMX,DTPKMX,Quantity
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TENSILE_____DTTENM,DTTENM,TENSILE
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TENSILE_____DTTENN,DTTENN,TENSILE
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Yield_____DTYLDM,DTYLDM,Yield
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Yield_____DTYLDN,DTYLDN,Yield
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Elongation_____DTELGM,DTELGM,Elongation
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Elongation_____DTELGN,DTELGN,Elongation
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Grain_Size_____DTGRSM,DTGRSM,Grain_Size
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Grain_Size_____DTGRSN,DTGRSN,Grain_Size
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Dec_Width_____DTMTWD,DTMTWD,Dec_Width
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Dec_Length_____DTMTLH,DTMTLH,Dec_Length
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,THICKNESS_____DTMTTH,DTMTTH,THICKNESS
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Dock_#_____DTDOCK,DTDOCK,Dock_#
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Drop_Code_____DTDROP,DTDROP,Drop_Code
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Line_Feed_Code_____DTLINF,DTLINF,Line_Feed_Code
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Primary_Metals_Suffix_____DTPMET,DTPMET,Primary_Metals_Suffix
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Prod_Specification_____DTPSPC,DTPSPC,Prod_Specification
z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TLDETAIL,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,TORCHES_____DTTORC,DTTORC,TORCHES
